SetID	P.value	N.Marker.All	N.Marker.Test	cMAC	cMAF	medANDav_Pheno	Carriers_AvPheno	nonCarriers_AvPheno	AvDiff_Pheno	Carriers_medianPheno	nonCarriers_medianPheno	medianDiff_Pheno	no_of_carriers	P_regression	BETA_noOfMutations	BETA_L95	BETA_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene421	0.016512777993928	10	8	33	0.0055	48_48.61	38.077	49.609	-11.533	39	49	-10	26	0.0614005045682093	-7.998	-16.345	0.35	-7.998	4.259	1	630500	631500	protein_coding	+	info421	info421	NA
Gene1405	0.0165276941107653	10	8	41	0.006833	48_48.61	53.241	48.114	5.127	49	47	2	29	0.653420827940496	1.666	-5.597	8.929	1.666	3.706	1	2106500	2107500	protein_coding	+	info1405	info1405	NA
Gene286	0.0174717357503464	10	7	35	0.005833	48_48.61	47.571	48.717	-1.145	45.5	48	-2.5	28	0.732936009255258	1.446	-6.852	9.744	1.446	4.234	1	428000	429000	non_coding	-	info286	info286	NA
Gene177	0.0177235368565798	10	10	45	0.0075	48_48.61	61.357	47.298	14.059	61.5	45.5	16	28	0.00389954259847588	9.649	3.148	16.15	9.649	3.317	1	264500	265500	protein_coding	+	info177	info177	NA
Gene473	0.0181466684226583	10	7	22	0.003667	48_48.61	24.5	49.441	-24.941	19.5	48.5	-29	10	0.00644893660086032	-11.478	-19.677	-3.279	-11.478	4.183	1	708500	709500	protein_coding	+	info473	info473	NA
Gene1078	0.0197310887909541	10	7	32	0.005333	48_48.61	55.533	48.246	7.288	44	48	-4	15	0.516640730170472	2.027	-4.092	8.146	2.027	3.122	1	1616000	1617000	non_coding	-	info1078	info1078	NA
Gene979	0.0197763997514522	10	8	26	0.004333	48_48.61	43.706	48.905	-5.199	45	48	-3	17	0.193072381669302	-5.638	-14.109	2.833	-5.638	4.322	1	1467500	1468500	protein_coding	+	info979	info979	NA
Gene1385	0.0204101886913829	10	5	18	0.003	48_48.61	46.6	48.716	-2.116	49	48	1	15	0.950287002806756	-0.384	-12.449	11.681	-0.384	6.156	1	2076500	2077500	protein_coding	+	info1385	info1385	NA
Gene761	0.0233948647492059	10	9	20	0.003333	48_48.61	48.071	48.636	-0.565	46.5	48	-1.5	14	0.518439395527362	3.141	-6.381	12.662	3.141	4.858	1	1140500	1141500	protein_coding	+	info761	info761	NA
Gene1169	0.024894094216564	10	8	29	0.004833	48_48.61	42.391	49.126	-6.735	44	48	-4	23	0.682775810373237	-1.853	-10.732	7.026	-1.853	4.53	1	1752500	1753500	protein_coding	+	info1169	info1169	NA
Gene293	0.0254149882337062	10	10	41	0.006833	48_48.61	44.273	48.953	-4.681	45	48	-3	22	0.836394081560592	-0.72	-7.546	6.106	-0.72	3.483	1	438500	439500	protein_coding	+	info293	info293	NA
Gene1144	0.0260702958154878	10	9	35	0.005833	48_48.61	59.615	47.566	12.05	58.5	45	13.5	26	0.106467829424286	6.487	-1.365	14.338	6.487	4.006	1	1715000	1716000	non_coding	-	info1144	info1144	NA
Gene413	0.0274191737558124	10	5	21	0.0035	48_48.61	53.4	48.445	4.955	70	48	22	10	0.967446264548217	-0.178	-8.701	8.346	-0.178	4.349	1	618500	619500	protein_coding	+	info413	info413	NA
Gene141	0.0277331382378611	10	9	33	0.0055	48_48.61	43.5	49.178	-5.678	35	49	-14	30	0.212114138257638	-6.166	-15.831	3.499	-6.166	4.931	1	210500	211500	protein_coding	+	info141	info141	NA
Gene42	0.0283118582574005	10	6	35	0.005833	48_48.61	45.5	48.74	-3.24	48.5	48	0.5	12	0.629472053147691	-1.331	-6.734	4.071	-1.331	2.756	1	62000	63000	non_coding	-	info42	info42	NA
Gene282	0.0283949153597503	10	7	16	0.002667	48_48.61	58.625	48.336	10.289	51	48	3	8	0.0387921137219883	9.723	0.542	18.904	9.723	4.684	1	422000	423000	non_coding	-	info282	info282	NA
Gene165	0.0285930062546119	10	9	31	0.005167	48_48.61	55.091	48.363	6.728	48	48	0	11	0.397007250181583	2.354	-3.085	7.793	2.354	2.775	1	246500	247500	protein_coding	+	info165	info165	NA
Gene271	0.0296389178280263	10	10	29	0.004833	48_48.61	39.842	49.203	-9.361	36	49	-13	19	0.592396971016593	-2.066	-9.62	5.488	-2.066	3.854	1	405500	406500	protein_coding	+	info271	info271	NA
Gene261	0.0298310625249368	10	9	25	0.004167	48_48.61	50.167	48.511	1.656	49.5	48	1.5	18	0.963186873633226	-0.223	-9.673	9.227	-0.223	4.822	1	390500	391500	protein_coding	+	info261	info261	NA
Gene660	0.0304033886733289	10	10	26	0.004333	48_48.61	54.7	48.4	6.3	48.5	48	0.5	10	0.457911249794391	2.029	-3.321	7.379	2.029	2.73	1	989000	990000	non_coding	-	info660	info660	NA
Gene1042	0.0305396250173176	10	9	23	0.003833	48_48.61	52.846	48.418	4.428	50	48	2	13	0.539375708347595	-2.471	-10.351	5.41	-2.471	4.021	1	1562000	1563000	non_coding	-	info1042	info1042	NA
Gene1262	0.031703644705507	10	6	20	0.003333	48_48.61	43.429	48.864	-5.435	40	48.5	-8.5	14	0.263742851259543	-5.936	-16.327	4.455	-5.936	5.302	1	1892000	1893000	non_coding	-	info1262	info1262	NA
Gene150	0.0321539192693524	10	10	41	0.006833	48_48.61	54.417	47.818	6.598	60	45	15	36	0.134700292688507	6.251	-1.917	14.418	6.251	4.167	1	224000	225000	non_coding	-	info150	info150	NA
Gene311	0.0325777601267672	10	10	47	0.007833	48_48.61	48.655	48.605	0.05	44	48	-4	29	0.915540579531999	0.33	-5.756	6.415	0.33	3.105	1	465500	466500	protein_coding	+	info311	info311	NA
Gene1010	0.0328640918807481	10	5	20	0.003333	48_48.61	49.786	48.552	1.233	53	48	5	14	0.359303365957207	-4.559	-14.291	5.173	-4.559	4.965	1	1514000	1515000	non_coding	-	info1010	info1010	NA
Gene1232	0.0333272242630698	10	10	50	0.008333	48_48.61	45.4	48.902	-3.502	39	48	-9	25	0.61185284444738	-1.498	-7.277	4.281	-1.498	2.949	1	1847000	1848000	non_coding	-	info1232	info1232	NA
Gene785	0.0343050482208197	10	8	34	0.005667	48_48.61	49.882	48.534	1.349	53	48	5	17	0.44141870770846	2.573	-3.969	9.114	2.573	3.338	1	1176500	1177500	protein_coding	+	info785	info785	NA
Gene773	0.0347476484955119	10	9	29	0.004833	48_48.61	34.45	49.621	-15.171	32.5	49	-16.5	20	0.02809408645825	-9.661	-18.241	-1.081	-9.661	4.378	1	1158500	1159500	protein_coding	+	info773	info773	NA
Gene653	0.0347946973655635	10	7	34	0.005667	48_48.61	52.773	48.281	4.492	50	47.5	2.5	22	0.727643728503945	1.387	-6.411	9.185	1.387	3.979	1	978500	979500	protein_coding	+	info653	info653	NA
Gene682	0.0356373361569109	10	10	40	0.006667	48_48.61	41.968	49.375	-7.408	44	49	-5	31	0.213338280893856	-4.545	-11.688	2.598	-4.545	3.645	1	1022000	1023000	non_coding	-	info682	info682	NA
Gene821	0.0368408204417388	10	8	25	0.004167	48_48.61	57.533	48.14	9.393	61	48	13	15	0.42797548356338	3.397	-4.991	11.785	3.397	4.28	1	1230500	1231500	protein_coding	+	info821	info821	NA
Gene645	0.0375612217645758	10	5	20	0.003333	48_48.61	36.889	48.973	-12.084	32	49	-17	9	0.197020793819398	-5.651	-14.216	2.915	-5.651	4.37	1	966500	967500	protein_coding	+	info645	info645	NA
Gene720	0.038525069394465	10	7	24	0.004	48_48.61	37.316	49.374	-12.058	28	49	-21	19	0.317317486810524	-5.185	-15.33	4.96	-5.185	5.176	1	1079000	1080000	non_coding	-	info720	info720	NA
Gene1313	0.0385591876539831	10	10	38	0.006333	48_48.61	56.467	47.737	8.73	57.5	46	11.5	30	0.0455089309902937	8.011	0.193	15.828	8.011	3.989	1	1968500	1969500	protein_coding	+	info1313	info1313	NA
Gene171	0.0385952468499811	10	8	31	0.005167	48_48.61	50.522	48.451	2.07	56	48	8	23	0.739365657559053	1.475	-7.205	10.154	1.475	4.428	1	255500	256500	protein_coding	+	info171	info171	NA
Gene1084	0.0402061531106332	10	10	37	0.006167	48_48.61	64.727	47.335	17.393	66	45.5	20.5	22	0.0916490816847825	5.756	-0.91	12.423	5.756	3.402	1	1625000	1626000	non_coding	-	info1084	info1084	NA
Gene1056	0.0419928242061898	10	7	23	0.003833	48_48.61	55.333	48.256	7.077	50	48	2	15	0.124106092368517	7.021	-1.902	15.943	7.021	4.552	1	1583000	1584000	non_coding	-	info1056	info1056	NA
Gene1186	0.0423334742493752	10	10	44	0.007333	48_48.61	52.207	48.225	3.982	50	46	4	29	0.516392532009852	2.132	-4.299	8.563	2.132	3.281	1	1778000	1779000	non_coding	-	info1186	info1186	NA
Gene102	0.0448495847351816	10	4	4	0.000667	48_48.61	67	48.487	18.513	67	48	19	2	0.662914030774514	4.064	-14.19	22.317	4.064	9.313	1	152000	153000	non_coding	-	info102	info102	NA
Gene1317	0.0450774070626447	10	6	14	0.002333	48_48.61	59.583	48.153	11.431	64.5	47	17.5	12	0.199317953001142	9.065	-4.747	22.876	9.065	7.047	1	1974500	1975500	protein_coding	+	info1317	info1317	NA
Gene92	0.0462996734343064	10	8	28	0.004667	48_48.61	55.857	48.255	7.602	51	47.5	3.5	14	0.235036348243529	4.301	-2.784	11.386	4.301	3.615	1	137000	138000	non_coding	-	info92	info92	NA
Gene1381	0.0463160689469858	10	9	35	0.005833	48_48.61	44.964	48.985	-4.021	42	48	-6	28	0.385101404666349	-3.805	-12.378	4.768	-3.805	4.374	1	2070500	2071500	protein_coding	+	info1381	info1381	NA
Gene210	0.047162128401354	10	5	15	0.0025	48_48.61	50.8	48.534	2.266	40.5	48	-7.5	10	0.836863346802026	1.231	-10.477	12.939	1.231	5.974	1	314000	315000	non_coding	-	info210	info210	NA
Gene1216	0.0490428990781354	10	7	17	0.002833	48_48.61	39.615	49.017	-9.402	32	49	-17	13	0.241665858087946	-6.725	-17.96	4.51	-6.725	5.732	1	1823000	1824000	non_coding	-	info1216	info1216	NA
Gene1283	0.049659859939182	10	9	24	0.004	48_48.61	36.833	49.362	-12.528	29	49	-20	18	0.423002913077758	-3.461	-11.917	4.994	-3.461	4.314	1	1923500	1924500	protein_coding	+	info1283	info1283	NA
Gene1052	0.0498159387458654	10	7	27	0.0045	48_48.61	39.778	49.174	-9.396	38.5	48.5	-10	18	0.336712723553084	-4.334	-13.163	4.494	-4.334	4.504	1	1577000	1578000	non_coding	-	info1052	info1052	NA
Gene1429	0.0498837915628914	10	10	38	0.006333	48_48.61	47.579	48.68	-1.101	47	48	-1	19	0.754518878375175	-0.947	-6.875	4.982	-0.947	3.025	1	2142500	2143500	protein_coding	+	info1429	info1429	NA
Gene481	0.0511445895655754	10	10	42	0.007	48_48.61	50.9	48.356	2.544	54	46.5	7.5	30	0.989303379555223	-0.049	-7.238	7.14	-0.049	3.668	1	720500	721500	protein_coding	+	info481	info481	NA
Gene716	0.0554472916616209	10	9	41	0.006833	48_48.61	48.321	48.64	-0.318	47.5	48	-0.5	28	0.961566770386363	-0.181	-7.524	7.163	-0.181	3.747	1	1073000	1074000	non_coding	-	info716	info716	NA
Gene1104	0.0588015393014663	10	9	26	0.004333	48_48.61	42.708	49.123	-6.415	36	48.5	-12.5	24	0.22715228313214	-6.71	-17.577	4.157	-6.71	5.544	1	1655000	1656000	non_coding	-	info1104	info1104	NA
Gene1047	0.0588979525930742	10	8	41	0.006833	48_48.61	50.571	48.408	2.163	53	46	7	28	0.626251557542982	1.75	-5.286	8.787	1.75	3.59	1	1569500	1570500	protein_coding	+	info1047	info1047	NA
Gene482	0.0594491999209773	10	10	43	0.007167	48_48.61	53.833	48.277	5.557	54	47.5	6.5	18	0.132709382540067	4.397	-1.319	10.113	4.397	2.916	1	722000	723000	non_coding	-	info482	info482	NA
Gene1434	0.0605293097813624	10	9	36	0.006	48_48.61	65.267	47.733	17.533	77	47	30	15	0.10395138838326	4.555	-0.919	10.028	4.555	2.793	1	2150000	2151000	non_coding	-	info1434	info1434	NA
Gene1239	0.0609155064396372	10	10	44	0.007333	48_48.61	48.667	48.604	0.062	46	48	-2	27	0.843277614801925	0.658	-5.862	7.179	0.658	3.327	1	1857500	1858500	protein_coding	+	info1239	info1239	NA
Gene200	0.0615336564751799	10	9	37	0.006167	48_48.61	44.833	48.938	-4.105	42.5	48.5	-6	24	0.406335183578483	-2.921	-9.804	3.963	-2.921	3.512	1	299000	300000	non_coding	-	info200	info200	NA
Gene124	0.0617064183166011	10	9	32	0.005333	48_48.61	51.357	48.476	2.882	45.5	48	-2.5	14	0.802466485282258	-0.84	-7.413	5.734	-0.84	3.354	1	185000	186000	non_coding	-	info124	info124	NA
Gene850	0.0647613338557332	10	6	12	0.002	48_48.61	51.125	48.541	2.584	50	48	2	8	0.566407861519427	3.48	-8.403	15.364	3.48	6.063	1	1274000	1275000	non_coding	-	info850	info850	NA
Gene540	0.0652709457120308	10	10	50	0.008333	48_48.61	46.417	48.701	-2.285	38.5	48	-9.5	12	0.908891797135127	0.219	-3.536	3.975	0.219	1.916	1	809000	810000	non_coding	-	info540	info540	NA
Gene546	0.0670792445092769	10	7	27	0.0045	48_48.61	57.615	48.202	9.413	54	47	7	13	0.941009646512929	-0.231	-6.334	5.872	-0.231	3.114	1	818000	819000	non_coding	-	info546	info546	NA
Gene1036	0.067859720623791	10	7	26	0.004333	48_48.61	36.714	49.192	-12.478	31	49	-18	14	0.107735681131272	-6.347	-14.057	1.363	-6.347	3.934	1	1553000	1554000	non_coding	-	info1036	info1036	NA
Gene657	0.0695831680874439	10	8	23	0.003833	48_48.61	41.857	49.118	-7.261	42	49	-7	21	0.251546421345491	-6.712	-18.161	4.738	-6.712	5.842	1	984500	985500	protein_coding	+	info657	info657	NA
Gene1383	0.0697269159693829	10	7	27	0.0045	48_48.61	49.409	48.547	0.862	49.5	47.5	2	22	0.523284490920662	3.111	-6.431	12.653	3.111	4.869	1	2073500	2074500	protein_coding	+	info1383	info1383	NA
Gene420	0.0697352756943695	10	7	28	0.004667	48_48.61	39.286	49.066	-9.781	33.5	48.5	-15	14	0.135151302704279	-5.641	-13.02	1.738	-5.641	3.765	1	629000	630000	non_coding	-	info420	info420	NA
Gene325	0.0702218735795309	10	9	33	0.0055	48_48.61	47.783	48.679	-0.896	40	49	-9	23	0.758720315709437	1.255	-6.748	9.259	1.255	4.083	1	486500	487500	protein_coding	+	info325	info325	NA
Gene246	0.0716964458805613	10	9	35	0.005833	48_48.61	49.969	48.448	1.521	50.5	47.5	3	32	0.641659894812366	2.256	-7.234	11.745	2.256	4.842	1	368000	369000	non_coding	-	info246	info246	NA
Gene3	0.0721714808964866	10	8	33	0.0055	48_48.61	52.296	48.245	4.051	56	47	9	27	0.239806547066397	5.471	-3.633	14.576	5.471	4.645	1	3500	4500	protein_coding	+	info3	info3	NA
Gene1433	0.0727656199813446	10	7	19	0.003167	48_48.61	58.154	48.178	9.976	59	47	12	13	0.188332093886082	5.974	-2.906	14.853	5.974	4.53	1	2148500	2149500	protein_coding	+	info1433	info1433	NA
Gene249	0.0728920754522874	10	7	30	0.005	48_48.61	43.952	48.961	-5.008	44	48	-4	21	0.103899009320121	-6.011	-13.232	1.211	-6.011	3.685	1	372500	373500	protein_coding	+	info249	info249	NA
Gene385	0.0732871413853049	10	9	44	0.007333	48_48.61	44.4	48.993	-4.593	44	49	-5	25	0.50929991345445	-2.077	-8.239	4.084	-2.077	3.144	1	576500	577500	protein_coding	+	info385	info385	NA
Gene1291	0.0733458272286833	10	5	19	0.003167	48_48.61	47.526	48.683	-1.157	48	48	0	19	0.996880368748954	0.027	-13.652	13.707	0.027	6.979	1	1935500	1936500	protein_coding	+	info1291	info1291	NA
Gene551	0.0736661760509464	10	7	21	0.0035	48_48.61	48.545	48.612	-0.067	43	48	-5	11	0.703946334828527	1.534	-6.371	9.439	1.534	4.033	1	825500	826500	protein_coding	+	info551	info551	NA
Gene430	0.0743461357850068	10	10	35	0.005833	48_48.61	44.793	49.018	-4.225	46	48	-2	29	0.542733675869637	-2.76	-11.639	6.118	-2.76	4.53	1	644000	645000	non_coding	-	info430	info430	NA
Gene1214	0.0747438164700376	10	9	21	0.0035	48_48.61	49.75	48.579	1.171	42	48	-6	8	0.719643494861884	1.083	-4.825	6.99	1.083	3.014	1	1820000	1821000	non_coding	-	info1214	info1214	NA
Gene581	0.0757459158554595	10	8	10	0.001667	48_48.61	34.333	48.901	-14.568	23.5	48	-24.5	6	0.490204978814265	-4.365	-16.75	8.019	-4.365	6.319	1	870500	871500	protein_coding	+	info581	info581	NA
Gene510	0.076874574357672	10	9	32	0.005333	48_48.61	41.812	48.993	-7.18	46	48	-2	16	0.119252623770587	-5.316	-11.985	1.352	-5.316	3.403	1	764000	765000	non_coding	-	info510	info510	NA
Gene169	0.076964613934477	10	2	8	0.001333	48_48.61	56	48.51	7.49	45.5	48	-2.5	4	0.657435937948966	3.28	-11.203	17.764	3.28	7.39	1	252500	253500	protein_coding	+	info169	info169	NA
Gene734	0.0788009904997052	10	10	45	0.0075	48_48.61	47.174	48.729	-1.555	39	48	-9	23	0.672277018104325	1.265	-4.589	7.118	1.265	2.986	1	1100000	1101000	non_coding	-	info734	info734	NA
Gene307	0.0789555346397904	10	8	34	0.005667	48_48.61	50.636	48.45	2.187	49.5	48	1.5	22	0.672518685151729	1.685	-6.122	9.493	1.685	3.984	1	459500	460500	protein_coding	+	info307	info307	NA
Gene990	0.0793639712896758	10	9	26	0.004333	48_48.61	49.067	48.586	0.481	44	49	-5	15	0.88781219879007	-0.577	-8.59	7.436	-0.577	4.088	1	1484000	1485000	non_coding	-	info990	info990	NA
Gene524	0.0796811827140442	10	9	36	0.006	48_48.61	58.84	47.68	11.16	57	46	11	25	0.0217984583010146	9.266	1.391	17.14	9.266	4.018	1	785000	786000	non_coding	-	info524	info524	NA
Gene329	0.0802171030628416	10	9	28	0.004667	48_48.61	44.308	49.018	-4.711	37	49	-12	26	0.275855274775137	-5.994	-16.755	4.767	-5.994	5.49	1	492500	493500	protein_coding	+	info329	info329	NA
Gene388	0.0805535254987468	10	8	31	0.005167	48_48.61	63.192	47.226	15.966	74	46	28	26	0.0055446847911467	12.551	3.747	21.355	12.551	4.492	1	581000	582000	non_coding	-	info388	info388	NA
Gene874	0.0821714441588118	10	7	22	0.003667	48_48.61	34.812	49.387	-14.575	30	49	-19	16	0.0740891310030088	-8.668	-18.147	0.81	-8.668	4.836	1	1310000	1311000	non_coding	-	info874	info874	NA
Gene323	0.0821847071604668	10	7	35	0.005833	48_48.61	35.706	49.385	-13.679	33	49	-16	17	0.111079107351362	-4.646	-10.344	1.052	-4.646	2.907	1	483500	484500	protein_coding	+	info323	info323	NA
Gene27	0.0829750788208066	10	10	32	0.005333	48_48.61	60.474	47.808	12.666	54	47	7	19	0.0175566850940471	8.173	1.466	14.88	8.173	3.422	1	39500	40500	protein_coding	+	info27	info27	NA
Gene214	0.0830054674571162	10	5	22	0.003667	48_48.61	32.778	49.621	-16.843	35	49	-14	18	0.063958688350878	-10.34	-21.239	0.559	-10.34	5.561	1	320000	321000	non_coding	-	info214	info214	NA
Gene212	0.0844476511622814	10	5	24	0.004	48_48.61	40.737	49.142	-8.406	33	49	-16	19	0.0430100400035067	-10.455	-20.537	-0.373	-10.455	5.144	1	317000	318000	non_coding	-	info212	info212	NA
Gene33	0.0853567026670705	10	9	37	0.006167	48_48.61	47.56	48.705	-1.145	48	48	0	25	0.947066129745793	0.256	-7.287	7.799	0.256	3.849	1	48500	49500	protein_coding	+	info33	info33	NA
Gene458	0.086073468887375	10	10	40	0.006667	48_48.61	43.13	49.065	-5.935	31	48	-17	23	0.90231980469529	-0.317	-5.373	4.739	-0.317	2.58	1	686000	687000	non_coding	-	info458	info458	NA
Gene184	0.0866179876599266	10	8	30	0.005	48_48.61	42.824	48.958	-6.134	51	48	3	17	0.844194336153459	-0.717	-7.862	6.428	-0.717	3.646	1	275000	276000	non_coding	-	info184	info184	NA
Gene1359	0.0870770648233568	10	3	8	0.001333	48_48.61	33	49.038	-16.038	23.5	48.5	-25	8	0.096616043042374	-17.523	-38.127	3.082	-17.523	10.513	1	2037500	2038500	protein_coding	+	info1359	info1359	NA
Gene464	0.0871980216255517	10	8	32	0.005333	48_48.61	55.833	48.149	7.684	49.5	47	2.5	18	0.282338681888437	3.817	-3.129	10.762	3.817	3.543	1	695000	696000	non_coding	-	info464	info464	NA
Gene1380	0.0873474506043527	10	3	5	0.000833	48_48.61	34.333	48.754	-14.421	10	48	-38	3	0.153899794741929	-14.111	-33.456	5.235	-14.111	9.87	1	2069000	2070000	non_coding	-	info1380	info1380	NA
Gene597	0.0882293199195716	10	9	40	0.006667	48_48.61	48.68	48.604	0.076	51	48	3	25	0.469869161031439	-2.655	-9.848	4.537	-2.655	3.67	1	894500	895500	protein_coding	+	info597	info597	NA
Gene756	0.0889633032874718	10	8	28	0.004667	48_48.61	37.05	49.436	-12.386	31	49	-18	20	0.120767069885543	-6.734	-15.217	1.748	-6.734	4.328	1	1133000	1134000	non_coding	-	info756	info756	NA
Gene201	0.0892518330234465	10	10	40	0.006667	48_48.61	49.385	48.536	0.848	45.5	48	-2.5	26	0.971851964874409	0.123	-6.718	6.964	0.123	3.49	1	300500	301500	protein_coding	+	info201	info201	NA
Gene49	0.0896811630152045	10	10	47	0.007833	48_48.61	46	48.868	-2.868	44	48	-4	27	0.533276916474461	-1.946	-8.061	4.169	-1.946	3.12	1	72500	73500	protein_coding	+	info49	info49	NA
Gene1130	0.0910444913901414	10	7	20	0.003333	48_48.61	42.545	48.841	-6.295	43	48	-5	11	0.442049270264928	-3.073	-10.896	4.751	-3.073	3.992	1	1694000	1695000	non_coding	-	info1130	info1130	NA
Gene974	0.0912469362077276	10	10	41	0.006833	48_48.61	40	48.846	-8.846	39	48	-9	8	0.300250337034648	-1.801	-5.202	1.6	-1.801	1.735	1	1460000	1461000	non_coding	-	info974	info974	NA
Gene659	0.0912678031400802	10	10	57	0.0095	48_48.61	51.867	48.248	3.619	52.5	48	4.5	30	0.904566277269425	0.327	-5.014	5.668	0.327	2.725	1	987500	988500	protein_coding	+	info659	info659	NA
Gene106	0.0913170314088658	10	3	12	0.002	48_48.61	46.167	48.712	-2.545	50	47.5	2.5	12	0.823333921370213	-1.931	-18.871	15.008	-1.931	8.643	1	158000	159000	non_coding	-	info106	info106	NA
Gene256	0.0915995678036634	10	8	36	0.006	48_48.61	54.211	48.231	5.979	54	48	6	19	0.267686939866959	3.904	-2.986	10.794	3.904	3.515	1	383000	384000	non_coding	-	info256	info256	NA
Gene96	0.0931093631209643	10	10	59	0.009833	48_48.61	52.185	48.256	3.929	59	47	12	27	0.950381067256908	0.157	-4.793	5.108	0.157	2.526	1	143000	144000	non_coding	-	info96	info96	NA
Gene1354	0.0933165093075038	10	8	14	0.002333	48_48.61	52.286	48.522	3.764	49	48	1	7	0.981194859457069	-0.11	-9.281	9.06	-0.11	4.679	1	2030000	2031000	non_coding	-	info1354	info1354	NA
Gene689	0.0939829149857601	10	10	27	0.0045	48_48.61	58.625	48.046	10.579	71	47.5	23.5	16	0.331190245254063	3.873	-3.926	11.671	3.873	3.979	1	1032500	1033500	protein_coding	+	info689	info689	NA
