SetID	p.value
Gene1084	0.908780206473129
Gene1085	0.356168038151374
Gene1086	0.501345665674356
Gene1087	0.33531104485612
Gene1088	0.440294180042705
Gene1089	0.70424125098169
Gene109	0.613739487400932
Gene1090	0.410453349585854
Gene1091	0.805432559360376
Gene1092	0.690271640870614
Gene1093	0.87978818001072
Gene1094	0.0466872184775889
Gene1095	0.237335724297985
Gene1096	0.305746183833575
Gene1097	0.0866389919792039
Gene1098	0.102750695388374
Gene1099	0.171345870122965
Gene11	0.762235468383819
Gene110	0.373907873571597
Gene1100	0.0493940436349094
Gene1101	0.613182461191076
Gene1102	0.353257207649309
Gene1103	0.288554774959972
Gene1104	0.500571928286156
Gene1105	0.563909387765768
Gene1106	0.0461081490577158
Gene1107	0.307347002349568
Gene1108	0.295769673741782
Gene1109	0.0792587157391577
Gene111	0.61902304101192
Gene1110	0.276559979974541
Gene1111	1
Gene1112	0.72546490495407
Gene1113	0.461454222425799
Gene1114	0.222114297818565
Gene1115	0.599417074268101
Gene1116	0.708738250538205
Gene1117	0.800592819518439
Gene1118	0.545652705194004
Gene1119	0.614554139383259
Gene112	0.101201943285267
Gene1120	0.118661106048133
Gene1121	0.459602903043905
Gene1122	0.857818729697865
Gene1123	0.33636222526702
Gene1124	0.449173271124901
Gene1125	0.502951128175254
Gene1126	1
Gene1127	0.843063379911009
Gene1128	0.42946954393046
Gene1129	0.826609294083711
Gene113	0.0469287472031747
Gene1130	0.543759746263932
Gene1131	0.00806513899883787
Gene1132	0.151737518245747
Gene1133	1
Gene1134	0.104091399620651
Gene1135	0.804318521521456
Gene1136	0.071450210779373
Gene1137	0.0744799313484847
Gene1138	0.666225453589149
Gene1139	0.270152699684469
Gene114	0.49897979453336
Gene1140	0.112328043969504
Gene1141	0.733881294248861
Gene1142	0.288353975217818
Gene1143	0.118301595864777
Gene1144	0.186483621845286
Gene1145	0.373948512639486
Gene1146	0.591270137737302
Gene1147	0.119989021932874
Gene1148	0.696098065144391
Gene1149	0.623321507110876
Gene115	0.0533651874400863
Gene1150	0.5700829387403
Gene1151	0.674647977934292
Gene1152	0.112819680529473
Gene1153	1
Gene1154	0.806158104625139
Gene1155	0.327847803175011
Gene1156	0.0975756328566149
Gene1157	0.760188512786877
Gene1158	0.598146475884002
Gene1159	0.155458803984055
Gene116	0.378810060147404
Gene1160	0.0258686338952175
Gene1161	0.0213016275079475
Gene1162	0.165878165267997
Gene1163	0.745194690357552
Gene1164	0.279045058965391
Gene1165	0.825282103041692
Gene1166	0.347553664377071
Gene1167	0.533056373914231
Gene1168	0.900749954628927
Gene1169	0.188842759710957
Gene117	0.365723843422803
Gene1170	0.910923184117285
Gene1171	0.79767079950516
Gene1172	0.0305642705196996
Gene1173	0.493257967315595
Gene1174	0.737351517064565
Gene1175	0.148145099116909
Gene1176	0.599744430613252
Gene1177	0.576117081902412
Gene1178	0.65306064788723
Gene1179	0.414861582506176
Gene118	0.700676373453113
Gene1180	0.0919955481348185
Gene1181	0.814435119931783
Gene1182	0.600029545783541
Gene1183	0.566809261253147
Gene1184	0.625175271921264
Gene1185	0.278234243184702
Gene1186	0.0765464478244725
Gene1187	0.459886364666873
Gene1188	0.345298092393027
Gene1189	0.831677054183983
Gene119	0.431122709895527
Gene1190	0.430445768780164
Gene1191	0.155034929210443
Gene1192	0.377665729539722
Gene1193	0.620783510502551
Gene1194	0.0471362346942242
Gene1195	0.459634622907279
Gene1196	0.0744403450607014
Gene1197	0.361193763064327
Gene1198	0.780082991682042
Gene1199	1
Gene12	0.64343909039989
Gene120	0.455824934704251
Gene1200	0.728230396425014
Gene1201	0.122536243722936
Gene1202	0.845087855665538
Gene1203	0.806128384654747
Gene1204	0.112003998383257
Gene1205	0.152748111250833
Gene1206	0.20280463119254
Gene1207	1
Gene1208	0.889210438648223
Gene1209	0.0513275403866669
Gene121	0.742791435681053
Gene1210	0.376128576482383
Gene1211	0.331983026261702
Gene1212	0.560088049452424
Gene1213	0.770303831290368
Gene1214	0.202565156363076
Gene1215	0.614929861791042
Gene1216	0.32809879883472
Gene1217	0.247986747158362
Gene1218	0.431274809210964
Gene1219	0.591563485852017
Gene122	0.372129466440545
Gene1220	0.915076329183169
Gene1221	0.719999782658985
Gene1222	0.860072275373187
Gene1223	1
Gene1224	0.757662106544587
Gene1225	1
Gene1226	0.324520212557284
Gene1227	0.0771186214692758
Gene1228	0.53077609396799
Gene1229	0.814531693014726
Gene123	0.645246817867884
Gene1230	0.67355851810119
Gene1231	1
Gene1232	0.669510183686762
Gene1233	0.444561767621377
Gene1234	0.837657674231363
Gene1235	0.0127313606725226
Gene1236	0.815992013734177
Gene1237	0.0843062973963552
Gene1238	0.534509764996569
Gene1239	0.658949432470707
Gene124	0.768603197742124
Gene1240	0.436485921473289
Gene1241	0.531438328208267
Gene1242	0.275346423882256
Gene1243	0.436028273113676
Gene1244	0.446238687611834
Gene1245	0.815286671421336
Gene1246	0.225962913319432
Gene1247	0.438803723293965
Gene1248	0.17286776651673
Gene1249	0.652500255310724
Gene125	1
Gene1250	0.216895897438512
Gene1251	0.686670265159312
Gene1252	0.277746334554787
Gene1253	0.412603871978726
Gene1254	0.275319180629661
Gene1255	0.80263374513402
Gene1256	0.895803621229927
Gene1257	0.659018006214873
Gene1258	0.19926066827745
Gene1259	0.81514005115906
Gene126	0.0864530169514238
Gene1260	0.699992851102737
Gene1261	0.302506686
Gene1262	0.842429314695723
Gene1263	0.550186363815563
Gene1264	0.142186763591769
Gene1265	0.636247581268343
Gene1266	0.290165105375899
Gene1267	0.42945117902407
Gene1268	0.706168132586318
Gene1269	0.534710539047941
Gene127	0.549054052477802
Gene1270	0.84589707921166
Gene1271	0.0666011739519952
Gene1272	1
Gene1273	1
Gene1274	0.642451642901572
Gene1275	0.921003467355203
Gene1276	0.430013844004773
Gene1277	0.831598973413293
Gene1278	0.496966860098726
Gene1279	0.840465483656999
Gene128	0.0737814460695165
Gene1280	0.0255266872332371
Gene1281	0.855259194701482
Gene1282	0.0238434222856321
Gene1283	0.267246413671029
Gene1284	0.182008331548359
Gene1285	0.0416072940383385
Gene1286	0.763965479544808
Gene1287	0.857521581326658
Gene1288	0.676636351681448
Gene1289	0.0668147573813529
Gene129	0.63981570051083
Gene1290	0.0516845628483016
Gene1291	0.886490875835363
Gene1292	0.88626977599182
Gene1293	0.358037290179334
Gene1294	0.15521243094286
Gene1295	0.579021343744992
Gene1296	1
Gene1297	0.76456983215555
Gene1298	0.12605705707842
Gene1299	0.545887990461701
Gene13	0.871760849038156
Gene130	0.128704854229223
Gene1300	0.120649015579436
Gene1301	0.467730617676755
Gene1302	0.574916687472825
Gene1303	0.827734812438099
Gene1304	0.448704296557989
Gene1305	0.554168360373906
Gene1306	0.347493015552288
Gene1307	0.852514435128076
Gene1308	0.102799169942736
Gene1309	0.0272422564031419
Gene131	0.689500703829546
Gene1310	0.2525353278074
Gene1311	0.116168989812949
Gene1312	0.343097534151724
Gene1313	0.641124889023215
Gene1314	0.060671848904138
Gene1315	0.499468057154968
Gene1316	1
Gene1317	0.452124195107117
Gene1318	0.58608687348314
Gene1319	0.500086218358598
Gene132	0.818404765975708
Gene1320	0.790731112868132
Gene1321	0.86436825064672
Gene1322	0.823965890386091
Gene1323	0.643048582982247
Gene133	0.0847591151647981
Gene134	0.342202182789618
Gene135	0.185194845917823
Gene136	0.148482991605201
Gene137	0.245869426767537
Gene138	0.38923461917654
Gene139	0.152715131922148
Gene14	0.174585832939352
Gene140	0.769985802097372
Gene141	0.86231775024811
Gene142	0.438710107922481
Gene143	0.130662196323781
Gene144	0.333652055368931
Gene145	0.0988325500852759
Gene146	0.573974755321689
Gene147	0.55856056698581
Gene148	0.746703613094718
Gene149	0.388698161335311
Gene15	0.760478582971323
Gene150	0.411742148168417
Gene151	0.686877224670904
Gene152	0.718482455893686
Gene153	0.544800202194063
Gene154	0.347558801198725
Gene155	1
Gene156	1
Gene157	0.461837888654051
Gene158	0.0355579848396333
Gene159	0.0251614705985724
Gene16	0.272956810376986
Gene160	0.206563703027432
Gene161	0.487190812251131
Gene162	0.128011362374554
Gene163	0.0595657234969263
Gene164	0.0775656180283584
Gene165	0.822353955290259
Gene166	0.491350047737365
Gene167	0.4064505345928
Gene168	0.399030173030906
Gene169	0.600303540176595
Gene17	0.828866717228943
Gene170	0.26355140687808
Gene171	0.260420270871045
Gene172	0.498687685044473
Gene173	0.743980569105153
Gene174	0.16591326382398
Gene175	0.844034631322178
Gene176	0.0213829227214631
Gene177	0.158810055557957
Gene178	0.0815904182522972
Gene179	1
Gene18	1
Gene180	0.788866394322145
Gene181	0.739493612055588
Gene182	0.730254252992209
Gene183	0.452825457774232
Gene184	0.110200910418215
Gene185	1
Gene186	0.270045618778885
Gene187	0.561913979223327
Gene188	0.372072817746095
Gene189	0.558723425166097
Gene19	0.176185968017966
Gene190	0.692029388534279
Gene191	0.114729066058198
Gene192	0.273465682503761
Gene193	0.619185879765039
Gene194	1
Gene195	0.235895167954138
Gene196	0.618160776731791
Gene197	0.22161524166447
Gene198	0.487130779407098
Gene199	0.329622675357003
Gene2	0.637491077643246
Gene20	0.84837339480908
Gene200	0.884564384016831
Gene201	0.183937581591744
Gene202	0.18437082410328
Gene203	0.055187825972807
Gene204	0.691410289461348
Gene205	0.218463281812027
Gene206	0.508497759455168
Gene207	0.424912155652631
Gene208	1
Gene209	1
Gene21	0.841969094457609
Gene210	0.908011157175379
Gene211	0.666309552929392
Gene212	0.356143782819252
Gene213	0.730453165610337
Gene214	0.314544860381858
Gene215	0.238833339519058
Gene216	0.209887360096269
Gene217	1
Gene218	0.57202389360899
Gene219	0.453485749304671
Gene22	0.608676714361767
Gene220	0.664196049230679
Gene221	1
Gene222	1
Gene223	0.849856355018028
Gene224	0.833886831093862
Gene225	0.615451666478927
Gene226	0.312344254491121
Gene227	0.582914553234763
Gene228	0.210452959563996
Gene229	0.612723298536652
Gene23	0.265992814569588
Gene230	0.530757651564467
Gene231	0.113065769772003
Gene232	0.726871151931921
Gene233	0.847169036326145
Gene234	0.198523016278818
Gene235	0.314544629945431
Gene236	0.807166381250165
Gene237	0.361993547851974
Gene238	0.519535854712435
Gene239	0.664082783117139
Gene24	1
Gene240	0.856055596294998
Gene241	0.744899534789509
Gene242	0.765682441270279
Gene243	0.124078082937371
Gene244	0.349319980335846
Gene245	0.184206171114388
Gene246	0.565990787113361
Gene247	0.366047010145418
Gene248	0.659330435050393
Gene249	0.327973574183862
Gene25	0.318370686801609
Gene250	0.148896028019204
Gene251	0.040505984560063
Gene252	1
Gene253	0.809467947941555
Gene254	0.374302008695027
Gene255	0.401430658297905
Gene256	0.281697168237839
Gene257	0.921917642851817
Gene258	0.655807225481248
Gene259	0.574608175505504
Gene26	0.851225403627921
Gene260	0.698689821280469
Gene261	0.13585031464011
Gene262	0.83592434925599
Gene263	0.627881511007671
Gene264	0.214434065714754
Gene265	0.906548509267327
Gene266	0.322751290533308
Gene267	0.132232431089571
Gene268	0.914045745875678
Gene269	0.148187066560269
Gene27	0.284703365475641
Gene270	0.479738830839062
Gene271	0.637646943409473
Gene272	0.226412738595311
Gene273	0.621051361139582
Gene274	0.516761677361481
Gene275	0.844442880010888
Gene276	0.0628949088156818
Gene277	0.640832232461881
Gene278	0.804371250330375
Gene279	1
Gene28	0.469022464172566
Gene280	0.895769869934979
Gene281	0.304860530209626
Gene282	0.0480429600799138
Gene283	0.135491721166638
Gene284	0.71171789108683
Gene285	0.868754743194545
Gene286	0.459488710263609
Gene287	0.37209594383329
Gene288	0.540638649422505
Gene289	0.685518804497609
Gene29	0.232453849626386
Gene290	0.349064300887526
Gene291	0.533353626921719
Gene292	0.380336693934732
Gene293	0.883861725830927
Gene294	0.099290312637353
Gene295	0.0799890954253002
Gene296	0.491022936128009
Gene297	0.179475970269152
Gene298	0.758119276296757
Gene299	0.678059174858958
Gene3	0.634924838608833
Gene30	0.193593547135695
Gene300	0.757013639958985
Gene301	0.86818430563485
Gene302	0.242758847212842
Gene303	0.344767036113276
Gene304	0.439853820701654
Gene305	0.591774619778938
Gene306	0.476572767737689
Gene307	0.629734163405963
Gene308	0.0684690888628428
Gene309	0.115982870118238
Gene31	1
Gene310	0.43348854271724
Gene311	0.399180191560376
Gene312	0.666206126739357
Gene313	1
Gene314	0.10075861511536
Gene315	0.252188722049527
Gene316	0.642247697558463
Gene317	0.293657794684774
Gene318	0.564476225233438
Gene319	0.489108469466075
Gene32	0.497328576783167
Gene320	0.115071453064373
Gene321	0.724810683369158
Gene322	0.395368770952922
Gene323	0.315831218525778
Gene324	0.0655435678262591
Gene325	0.327311464725353
Gene326	0.85355602303728
Gene327	0.640108049163608
Gene328	0.33836600382113
Gene329	0.210706547326322
Gene33	0.760657646462375
Gene330	0.479354443244145
Gene331	0.44329280321085
Gene332	0.159892808323476
Gene333	0.166849226941778
Gene334	0.636587724177081
Gene335	0.360147362268752
Gene336	0.693095062308211
Gene337	0.900479064167721
Gene338	0.162827592427784
Gene339	0.794374730355156
Gene34	0.363177541100204
Gene340	0.766091095417483
Gene341	0.454270107761664
Gene342	0.917451835213975
Gene343	0.136548022817299
Gene344	0.820157830080909
Gene345	0.242307445839309
Gene346	0.303921826766022
Gene347	0.63987634384173
Gene348	0.815137002167235
Gene349	0.832874123822041
Gene35	0.494074917353637
Gene350	0.746852438435746
Gene351	0.40422801675252
Gene352	0.44661853574156
Gene353	0.783728539390072
Gene354	0.781503319024628
Gene355	0.711586187331784
Gene356	0.330758443774448
Gene357	0.430600379856504
Gene358	0.746670511352237
Gene359	0.432437900477384
Gene36	0.694671511300029
Gene360	0.855811002623811
Gene361	1
Gene362	1
Gene363	0.600364028687808
Gene364	0.292162316636921
Gene365	0.797709969392429
Gene366	0.0127350600693242
Gene367	0.56556321671665
Gene368	0.171117624086574
Gene369	0.120854079744003
Gene37	0.553495609400066
Gene370	0.450768644077108
Gene371	0.0960643453039999
Gene372	0.603367783028324
Gene373	0.61413728168477
Gene374	1
Gene375	0.0470253086461333
Gene376	0.593201719493916
Gene377	0.397040532194496
Gene378	0.416444227620572
Gene379	0.55489956507391
Gene38	0.333016895686634
Gene380	0.449068886278917
Gene381	0.276790886163534
Gene382	0.399970242227759
Gene383	0.115634940184244
Gene384	0.416747714663357
Gene385	0.731720868478701
Gene386	0.320095844862376
Gene387	0.845057360251802
Gene388	0.0761950687686864
Gene389	0.687987083898915
Gene39	0.333142129969049
Gene390	0.330969363002823
Gene391	0.544809579341532
Gene392	0.616788089334108
Gene393	0.407335488584553
Gene394	0.696561957623183
Gene395	0.274429598767728
Gene396	0.60869148398447
Gene397	0.75998993574591
Gene398	0.484170485952237
Gene399	0.502574883740276
Gene4	1
Gene40	0.548064191980594
Gene400	0.275297658030773
Gene401	0.149635255474876
Gene402	0.453166333944292
Gene403	0.88365365420169
Gene404	0.67682108987974
Gene405	0.0407318927169458
Gene406	0.657872565684782
Gene407	0.209395381712791
Gene408	0.0256944343194441
Gene409	0.706826274987393
Gene41	1
Gene410	0.626066601361259
Gene411	1
Gene412	0.246883438431858
Gene413	0.075885448862314
Gene414	0.511137617451933
Gene415	0.827795529633157
Gene416	0.560796813205537
Gene417	0.845461176082787
Gene418	0.00377013013466676
Gene419	0.164673638652697
Gene42	0.613329538389435
Gene420	0.596295474103839
Gene421	0.832482013907559
Gene422	0.345266279737738
Gene423	0.714899777434286
Gene424	0.399845511620434
Gene425	0.821866173224923
Gene426	0.902029255400514
Gene427	0.307435176096256
Gene428	0.596315181527752
Gene429	0.316724983090988
Gene43	0.291417003221062
Gene430	0.423429922928989
Gene431	0.0953638504747524
Gene432	0.169064272167062
Gene433	0.668252634709568
Gene434	0.310234331401173
Gene435	0.460353025411053
Gene436	0.19349004053848
Gene437	0.852867772557522
Gene438	0.449169674438264
Gene439	0.332566069780953
Gene44	0.506007842919434
Gene440	0.773831901946497
Gene441	0.633785392609587
Gene442	1
Gene443	0.591410417247735
Gene444	0.380008294942259
Gene445	0.853001396885484
Gene446	1
Gene447	0.139543102681423
Gene448	1
Gene449	0.77181185482822
Gene45	0.7962623818753
Gene450	0.202848417353398
Gene451	0.692957365238283
Gene452	1
Gene453	0.274807842161799
Gene454	0.513176034168777
Gene455	0.652561223069008
Gene456	0.195585325058493
Gene457	0.550288902804978
Gene458	0.530406702943518
Gene459	0.284454843755476
Gene46	0.150822086547382
Gene460	0.397726987643056
Gene461	0.415027539814458
Gene462	0.409912522069455
Gene463	0.263899076116586
Gene464	0.501246028284472
Gene465	0.0491334895966111
Gene466	0.814974835792166
Gene467	0.15431916353545
Gene468	0.487951851767947
Gene469	0.872337363682247
Gene47	0.274171292596231
Gene470	0.545966496484244
Gene471	0.289954858040449
Gene472	0.803907871519189
Gene473	0.16286672264282
Gene474	0.338768485025343
Gene475	0.0632253787931246
Gene476	0.626824453666221
Gene477	0.0918994137946949
Gene478	0.256371871789207
Gene479	0.557567799510705
Gene48	0.26930711491773
Gene480	0.420078986978412
Gene481	0.159596097551785
Gene482	0.250459196455641
Gene483	0.845202370163555
Gene484	0.917266471996532
Gene485	0.474590059679237
Gene486	0.590028164442829
Gene487	0.761619101357873
Gene488	0.9007654509295
Gene489	0.275583150432949
Gene49	1
Gene490	0.803110303820144
Gene491	0.636632124204239
Gene492	0.820461987852218
Gene493	0.851509918269564
Gene494	0.203035858908505
Gene495	0.292707226570107
Gene496	0.0274693258354577
Gene497	0.46369119001202
Gene498	0.268839886935097
Gene499	0.686651490305321
Gene5	0.034741401807211
Gene50	0.806481611210121
Gene500	0.276306949234334
Gene501	0.325232129555044
Gene502	0.318518484246369
Gene503	0.583233531854953
Gene504	0.52571498270983
Gene505	0.409850440804114
Gene506	0.361412128678578
Gene507	0.837029981495669
Gene508	0.909930167194851
Gene509	0.274819009194906
Gene51	0.915769221059851
Gene510	0.706096111373012
Gene511	0.442471372362363
Gene512	0.574795644449421
Gene513	0.134007059407245
Gene514	0.0556176078560321
Gene515	0.415300129213959
Gene516	0.626338853535228
Gene517	0.300996008070529
Gene518	0.832122755651348
Gene519	0.724769829027432
Gene52	0.758980469847341
Gene520	0.382289218157687
Gene521	0.530104165078069
Gene522	0.461735937403085
Gene523	0.474151025828018
Gene524	0.149445113263993
Gene525	0.512542394864396
Gene526	0.296213609162949
Gene527	0.0856271770328705
Gene528	0.314225111669917
Gene529	0.0127441872967137
Gene53	0.102553809911835
Gene530	0.407226101675913
Gene531	0.865379805854216
Gene532	0.625516905034278
Gene533	0.672851991207851
Gene534	0.875574197327764
Gene535	0.218398992539601
Gene536	0.655160835939147
Gene537	0.485900143338091
Gene538	0.090716557696508
Gene539	0.343170314002926
Gene54	1
Gene540	0.795785789724508
Gene541	0.597096415804946
Gene542	0.459561075458125
Gene543	0.864380630367353
Gene544	0.725641858039159
Gene545	1
Gene546	0.790347247922707
Gene547	0.48354894891075
Gene548	1
Gene549	0.137162776715374
Gene55	0.222437415883755
Gene550	0.563881621274295
Gene551	0.0306999875793216
Gene552	0.599992097730261
Gene553	0.793468990330489
Gene554	0.624982466027723
Gene555	0.321228516682643
Gene556	0.726374765185032
Gene557	0.20043425902915
Gene558	1
Gene559	1
Gene56	0.806309993852444
Gene560	0.114372020909058
Gene561	1
Gene562	0.521962206089818
Gene563	0.54081680168041
Gene564	0.0270137527805083
Gene565	0.660527355034216
Gene566	0.86809350863233
Gene567	0.563046722753021
Gene568	0.778229453195947
Gene569	0.354347531122297
Gene57	0.71535061514003
Gene570	0.563829695058583
Gene571	0.806711385999056
Gene572	0.345538537646191
Gene573	0.689917189966696
Gene574	0.842719728516158
Gene575	0.0639520061724101
Gene576	0.513855829157158
Gene577	0.0399331325163075
Gene578	0.638975741175795
Gene579	1
Gene58	0.423045992064067
Gene580	0.705200236231178
Gene581	0.750061998990584
Gene582	0.0798895746841208
Gene583	0.149840923819523
Gene584	0.16381982113964
Gene585	0.117525945109221
Gene586	0.465894880899186
Gene587	0.166998628790998
Gene588	0.770276330328287
Gene589	0.784691239633513
Gene59	0.897551233194818
Gene590	0.299729875829107
Gene591	0.736764026250768
Gene592	0.582812696816758
Gene593	0.753414079925444
Gene594	0.850497559692868
Gene595	0.0251490632322678
Gene596	0.367081536958726
Gene597	0.426390248648032
Gene598	0.881138288546464
Gene599	0.107691327538705
Gene6	0.296885307501225
Gene60	0.149048056853109
Gene600	1
Gene601	0.0510665740681784
Gene602	0.110194729548326
Gene603	0.0854781035685841
Gene604	0.0429869676473561
Gene605	0.312247215465767
Gene606	0.366720885780005
Gene607	0.722120908699229
Gene608	0.0911128588061275
Gene609	0.0262028177572073
Gene61	0.793314665404515
Gene610	0.211376047444609
Gene611	0.653505564230487
Gene612	0.348884660844471
Gene613	0.359551135345199
Gene614	0.410892758032202
Gene615	0.664178608050578
Gene616	0.115948341649001
Gene617	0.710873137011184
Gene618	0.75681302427613
Gene619	0.829970300002119
Gene62	0.0724587355267193
Gene620	0.481780896586228
Gene621	0.0552091870376481
Gene622	0.191137075346424
Gene623	0.0875783796584161
Gene624	0.570185715708242
Gene625	0.348761355365839
Gene626	0.576921453929788
Gene627	0.651102065460191
Gene628	0.826703130182577
Gene629	0.14529695160699
Gene63	0.340118851238015
Gene630	0.817714891814814
Gene631	0.547435296700522
Gene632	0.259758668118318
Gene633	0.0219184141408613
Gene634	0.427807424471579
Gene635	0.561267137676565
Gene636	0.741586108735961
Gene637	0.681130926808154
Gene638	0.868944478307083
Gene639	0.87016993933435
Gene64	0.613607536856543
Gene640	0.54468857924429
Gene641	0.751207709075427
Gene642	0.166364867671952
Gene643	0.653979443439321
Gene644	0.0861402046931375
Gene645	0.0686727990671863
Gene646	0.599240109546526
Gene647	0.584151866161609
Gene648	0.294633266138123
Gene649	0.205437988570617
Gene65	0.803950130899158
Gene650	0.577545361938329
Gene651	0.666692784924472
Gene652	0.877000830585638
Gene653	0.911635646099193
Gene654	0.326959531294026
Gene655	0.113392630449803
Gene656	0.248547819789749
Gene657	0.101622153402936
Gene658	0.579397055241324
Gene659	0.865613278680108
Gene66	0.193468550612009
Gene660	0.37838882236732
Gene661	0.225390116301297
Gene662	0.265708364750434
Gene663	0.634487142322827
Gene664	0.851780186562774
Gene665	0.108077331043715
Gene666	0.174525711369167
Gene667	0.129670417470797
Gene668	0.376460951615888
Gene669	0.299082591960009
Gene67	0.804418193243527
Gene670	0.624161929737034
Gene671	0.395590927335831
Gene672	0.835998622114104
Gene673	0.573536744680666
Gene674	0.399313611974618
Gene675	0.248088749249423
Gene676	0.423081573065597
Gene677	0.329938363203539
Gene678	0.772383364076365
Gene679	0.825840149092669
Gene68	0.165775873434042
Gene680	1
Gene681	0.602674199921157
Gene682	0.911777552662041
Gene683	0.610908348636834
Gene684	0.284401705758221
Gene685	0.807390555497364
Gene686	0.0366421612522417
Gene687	0.26836554765129
Gene688	0.180257925381494
Gene689	0.623810199174083
Gene69	0.459748439038448
Gene690	0.0652767628551882
Gene691	0.690072426307107
Gene692	0.891370412731089
Gene693	0.678819037140711
Gene694	0.462569752875484
Gene695	0.533736328049557
Gene696	0.2485580317742
Gene697	0.157983379740615
Gene698	0.819221706583896
Gene699	0.59228583290845
Gene7	0.202738751931264
Gene70	0.0499806793878113
Gene700	0.237857579191887
Gene701	0.343216771681274
Gene702	0.693550379226186
Gene703	0.355483050393341
Gene704	0.906840366170755
Gene705	0.56534293930289
Gene706	0.589628881422989
Gene707	0.307053870284126
Gene708	1
Gene709	1
Gene71	0.61434186237831
Gene710	0.357278952967126
Gene711	0.535905016144244
Gene712	0.1109382278756
Gene713	0.469691390948037
Gene714	0.125749227097768
Gene715	0.698396871931265
Gene716	0.564936886150606
Gene717	0.886906328823845
Gene718	0.315004547916044
Gene719	0.797289117751887
Gene72	0.0918635161485565
Gene720	0.507978889703202
Gene721	0.389073274732244
Gene722	0.0595983591082978
Gene723	0.127111534118081
Gene724	0.823296210840427
Gene725	0.683344833534551
Gene726	0.903392433271067
Gene727	0.687365732435974
Gene728	0.30100554031703
Gene729	0.283580784086057
Gene73	1
Gene730	0.312393117193667
Gene731	0.377532202427098
Gene732	0.580406656036941
Gene733	0.161381650938664
Gene734	0.884054970526657
Gene735	0.17804058090441
Gene736	0.517520543124511
Gene737	0.794975626354783
Gene738	0.488262942509335
Gene739	1
Gene74	0.891874568451673
Gene740	0.693802238964129
Gene741	0.651456515804969
Gene742	0.398213342165136
Gene743	0.464890591615085
Gene744	0.422170366372806
Gene745	0.424818911292354
Gene746	1
Gene747	0.25924333544393
Gene748	0.397661230561217
Gene749	0.706042904121585
Gene75	0.648640269716982
Gene750	0.283438823346221
Gene751	0.887883304007972
Gene752	0.896524556567073
Gene753	0.525817459749296
Gene754	0.239242057601141
Gene755	0.867488662430554
Gene756	0.577139787494394
Gene757	0.201362542565169
Gene758	0.867511307699253
Gene759	0.732669086626492
Gene76	0.307396338375279
Gene760	0.234838357069134
Gene761	1
Gene762	0.888899142720034
Gene763	0.888624010877596
Gene764	0.438234482910595
Gene765	0.273520860214753
Gene766	0.899412736834357
Gene767	0.317829701415239
Gene768	1
Gene769	0.418094366534938
Gene77	0.592986927574792
Gene770	0.623765824374195
Gene771	0.615484991737982
Gene772	1
Gene773	0.765613750920813
